Time,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7
3/17/15 12:07:52 AM CST,,,,,,,1
3/17/15 1:44:34 AM CST,,,,,,,0
3/17/15 3:45:47 AM CST,,,,,,,1
3/17/15 5:05:48 AM CST,,,,,,,0
3/17/15 6:33:55 AM CST,,,,,,,1
3/17/15 7:15:44 AM CST,,,1,1,,,
3/17/15 8:56:41 AM CST,,,,,,,0
3/17/15 12:26:09 PM CST,,,,,1,1,
3/17/15 1:00:48 PM CST,,,,,0,0,
3/17/15 2:05:10 PM CST,,,,,1,1,
3/17/15 3:00:48 PM CST,,,,,0,0,
3/17/15 4:12:03 PM CST,,,,,1,1,
3/17/15 4:45:54 PM CST,,,,,0,0,
3/17/15 6:01:22 PM CST,,,,,1,1,
3/17/15 6:36:33 PM CST,,,,,0,0,
3/17/15 10:20:41 PM CST,,,,,,,1
3/17/15 10:36:11 PM CST,,,0,0,,,
3/17/15 11:30:33 PM CST,,,,,,,0
3/18/15 12:22:38 AM CST,,,,,,,1
3/18/15 1:59:24 AM CST,,,,,,,0
3/18/15 3:45:30 AM CST,,,,,,,1
3/18/15 5:19:51 AM CST,,,,,,,0
3/18/15 6:30:57 AM CST,,,,,,,1
3/18/15 7:15:41 AM CST,,,,,1,1,
3/18/15 9:22:23 AM CST,,,,,,,0
3/18/15 3:30:15 PM CST,,,1,1,,,
3/18/15 4:21:46 PM CST,,,,,0,0,
3/18/15 5:10:37 PM CST,,,,,1,1,
3/18/15 5:50:01 PM CST,,,,,0,0,
3/18/15 6:18:21 PM CST,,,,,1,1,
3/18/15 7:00:36 PM CST,,,,,0,0,
3/18/15 7:49:11 PM CST,,,,,1,1,
3/18/15 8:32:36 PM CST,,,,,0,0,
3/18/15 9:00:26 PM CST,,,,,1,1,
3/18/15 9:43:16 PM CST,,,,,0,0,
3/18/15 10:20:43 PM CST,,,,,,,1
3/18/15 10:36:11 PM CST,,,0,0,,,
3/18/15 11:40:39 PM CST,,,,,,,0
3/19/15 12:23:50 AM CST,,,,,,,1
3/19/15 1:56:11 AM CST,,,,,,,0
3/19/15 3:36:32 AM CST,,,,,,,1
3/19/15 4:54:58 AM CST,,,,,,,0
3/19/15 6:17:39 AM CST,,,,,,,1
3/19/15 7:15:47 AM CST,,,1,1,,,
3/19/15 8:59:52 AM CST,,,,,,,0
3/19/15 9:24:09 AM CST,,,,,1,1,
3/19/15 10:12:54 AM CST,,,,,0,0,
3/19/15 10:40:55 AM CST,,,,,1,1,
3/19/15 11:55:52 AM CST,,,,,0,0,
3/19/15 12:20:18 PM CST,,,,,1,1,
3/19/15 6:11:14 PM CST,,,,,0,0,
3/19/15 6:45:20 PM CST,,,,,1,1,
3/19/15 7:44:25 PM CST,,,0,0,,,
3/19/15 10:20:44 PM CST,,,,,,,1
3/19/15 10:36:03 PM CST,,,,,0,0,
3/19/15 11:56:58 PM CST,,,,,,,0
3/20/15 1:00:16 AM CST,,,,,,,1
3/20/15 2:43:01 AM CST,,,,,,,0
3/20/15 3:47:32 AM CST,,,,,,,1
3/20/15 5:01:16 AM CST,,,,,,,0
3/20/15 5:28:46 AM CST,,,,,,,1
3/20/15 6:42:56 AM CST,,,,,,,0
3/20/15 6:54:06 AM CST,,,,,,,1
3/20/15 7:15:49 AM CST,,,1,1,,,
3/20/15 7:32:07 AM CST,,,,,,,0
3/20/15 8:08:30 AM CST,,,,,1,1,
3/20/15 8:39:05 AM CST,,,,,0,0,
3/20/15 10:03:07 AM CST,,,,,1,1,
3/20/15 11:29:56 AM CST,,,0,0,,,
3/20/15 2:42:22 PM CST,,,1,1,,,
3/20/15 4:15:18 PM CST,,,,,0,0,
3/20/15 4:38:28 PM CST,,,,,1,1,
3/20/15 5:32:38 PM CST,,,,,0,0,
3/20/15 5:59:23 PM CST,,,,,1,1,
3/20/15 6:41:38 PM CST,,,,,0,0,
3/20/15 8:01:55 PM CST,,,,,1,1,
3/20/15 8:49:44 PM CST,,,,,0,0,
3/20/15 10:20:41 PM CST,,,,,,,1
3/20/15 10:36:09 PM CST,,,,0,,,
3/20/15 10:36:10 PM CST,,,0,,,,
3/20/15 11:33:17 PM CST,,,,,,,0
3/21/15 12:05:10 AM CST,,,,,,,1
3/21/15 12:44:20 AM CST,,,,,,,0
3/21/15 2:33:09 AM CST,,,,,,,1
3/21/15 3:27:50 AM CST,,,,,,,0
3/21/15 4:41:09 AM CST,,,,,,,1
3/21/15 6:34:55 AM CST,,,,,,,0
3/21/15 6:42:00 AM CST,,,,,,,1
3/21/15 7:15:42 AM CST,,,,,1,1,
3/21/15 2:02:38 PM CST,,,,,,,0
3/21/15 10:20:42 PM CST,,,,,,,1
3/21/15 10:32:04 PM CST,,,,,0,0,
3/22/15 12:59:35 AM CST,,,,,,,0
3/22/15 1:49:51 AM CST,,,,,,,1
3/22/15 3:19:03 AM CST,,,,,,,0
3/22/15 5:00:20 AM CST,,,,,,,1
3/22/15 6:18:30 AM CST,,,,,,,0
3/22/15 6:40:30 AM CST,,,,,,,1
3/22/15 7:25:48 AM CST,,,1,1,,,
3/22/15 7:32:10 AM CST,,,,,,,0
3/22/15 11:19:58 AM CST,,,0,0,,,
3/22/15 11:45:53 AM CST,,,1,1,,,
3/22/15 7:07:37 PM CST,,,0,0,,,
3/22/15 7:36:12 PM CST,,,1,1,,,
3/22/15 8:41:37 PM CST,,,0,0,,,
3/22/15 9:15:37 PM CST,,,1,1,,,
3/22/15 9:58:07 PM CST,,,0,0,,,
3/22/15 10:20:43 PM CST,,,,,,,1
3/22/15 11:11:14 PM CST,,,,,,,0
3/23/15 12:16:41 AM CST,,,,,,,1
3/23/15 1:21:32 AM CST,,,,,,,0
3/23/15 2:32:27 AM CST,,,,,,,1
3/23/15 3:55:09 AM CST,,,,,,,0
3/23/15 5:27:00 AM CST,,,,,,,1
3/23/15 6:24:00 AM CST,,,,,,,0
3/23/15 6:43:15 AM CST,,,,,,,1
3/23/15 7:32:09 AM CST,,,,,,,0
3/23/15 7:50:02 AM CST,,,1,1,,,
3/23/15 9:21:22 AM CST,,,0,0,,,
3/23/15 9:45:18 AM CST,,,1,1,,,
3/23/15 11:01:14 AM CST,,,0,0,,,
3/23/15 11:18:39 AM CST,,,1,1,,,
3/23/15 7:11:48 PM CST,,,0,0,,,
3/23/15 7:17:58 PM CST,,,1,1,,,
3/23/15 10:20:43 PM CST,,,,,,,1
3/23/15 10:36:11 PM CST,,,0,0,,,
3/23/15 10:39:38 PM CST,,,,,,,0
3/24/15 12:02:59 AM CST,,,,,,,1
3/24/15 12:48:44 AM CST,,,,,,,0
3/24/15 2:05:35 AM CST,,,,,,,1
3/24/15 3:00:36 AM CST,,,,,,,0
3/24/15 3:52:51 AM CST,,,,,,,1
3/24/15 4:34:15 AM CST,,,,,,,0
3/24/15 5:24:21 AM CST,,,,,,,1
3/24/15 6:15:42 AM CST,,,,,,,0
3/24/15 6:41:33 AM CST,,,,,,,1
3/24/15 7:32:09 AM CST,,,,,,,0
3/24/15 7:48:36 AM CST,,,,,1,1,
3/24/15 8:01:16 AM CST,,,,,0,0,
3/24/15 8:27:46 AM CST,,,,,1,1,
3/24/15 9:02:41 AM CST,,,,,0,0,
3/24/15 9:40:57 AM CST,,,,,1,1,
3/24/15 10:15:33 AM CST,,,,,0,0,
3/24/15 10:50:26 AM CST,,,,,1,1,
3/24/15 11:46:07 AM CST,,,,,0,0,
3/24/15 12:18:27 PM CST,,,,,1,1,
3/24/15 1:08:37 PM CST,,,,,0,0,
3/24/15 1:41:18 PM CST,,,,,1,1,
3/24/15 2:44:33 PM CST,,,,,0,0,
3/24/15 3:15:38 PM CST,,,,,1,1,
3/24/15 4:33:56 PM CST,,,,,0,0,
3/24/15 5:06:21 PM CST,,,,,1,1,
3/24/15 5:54:03 PM CST,,,,,0,0,
3/24/15 6:29:23 PM CST,,,,,1,1,
3/24/15 7:17:59 PM CST,,,,,0,0,
3/24/15 7:59:12 PM CST,,,,,1,1,
3/24/15 8:33:52 PM CST,,,,,0,0,
3/24/15 9:04:02 PM CST,,,,,1,1,
3/24/15 9:41:28 PM CST,,,,,0,0,
3/24/15 10:20:42 PM CST,,,,,,,1
3/24/15 10:27:54 PM CST,,,,,1,1,
3/24/15 10:36:09 PM CST,,,,,0,0,
3/25/15 1:54:39 AM CST,,,,,,,0
3/25/15 3:04:36 AM CST,,,,,,,1
3/25/15 6:08:04 AM CST,,,,,,,0
3/25/15 6:38:14 AM CST,,,,,,,1
3/25/15 7:32:15 AM CST,,,,,,,0
3/25/15 7:59:37 AM CST,,,,,1,1,
3/25/15 8:09:48 AM CST,,,,,0,0,
3/25/15 8:46:43 AM CST,,,,,1,1,
3/25/15 9:13:43 AM CST,,,,,0,0,
3/25/15 9:50:44 AM CST,,,,,1,1,
3/25/15 10:19:50 AM CST,,,,,0,0,
3/25/15 11:00:56 AM CST,,,,,1,1,
3/25/15 11:31:56 AM CST,,,,,0,0,
3/25/15 12:16:24 PM CST,,,,,1,1,
3/25/15 12:48:38 PM CST,,,,,0,0,
3/25/15 1:37:24 PM CST,,,,,1,1,
3/25/15 2:10:05 PM CST,,,,,0,0,
3/25/15 3:00:01 PM CST,,,,,1,1,
3/25/15 3:35:01 PM CST,,,,,0,0,
3/25/15 4:17:27 PM CST,,,,,1,1,
3/25/15 4:47:06 PM CST,,,,,0,0,
3/25/15 5:31:12 PM CST,,,,,1,1,
3/25/15 6:01:32 PM CST,,,,,0,0,
3/25/15 6:49:47 PM CST,,,,,1,1,
3/25/15 7:20:13 PM CST,,,,,0,0,
3/25/15 8:05:34 PM CST,,,,,1,1,
3/25/15 8:32:18 PM CST,,,,,0,0,
3/25/15 9:18:12 PM CST,,,,,1,1,
3/25/15 9:46:07 PM CST,,,,,0,0,
3/25/15 10:20:40 PM CST,,,,,,,1
3/26/15 1:14:06 AM CST,,,,,,,0
3/26/15 3:02:29 AM CST,,,,,,,1
3/26/15 5:58:27 AM CST,,,,,,,0
3/26/15 6:30:12 AM CST,,,,,,,1
3/26/15 7:32:07 AM CST,,,,,,,0
3/26/15 8:38:42 AM CST,,,1,1,,,
3/26/15 9:18:34 AM CST,,,0,0,,,
3/26/15 9:42:25 AM CST,,,1,1,,,
3/26/15 10:36:11 AM CST,,,0,0,,,
3/26/15 10:55:47 AM CST,,,1,1,,,
3/26/15 12:06:07 PM CST,,,0,0,,,
3/26/15 12:18:53 PM CST,,,1,1,,,
3/26/15 1:31:07 PM CST,,,0,0,,,
3/26/15 1:42:58 PM CST,,,1,1,,,
3/26/15 2:54:19 PM CST,,,0,0,,,
3/26/15 3:02:44 PM CST,,,1,1,,,
3/26/15 4:19:34 PM CST,,,0,0,,,
3/26/15 4:25:35 PM CST,,,1,1,,,
3/26/15 8:01:46 PM CST,,,0,0,,,
3/26/15 8:09:12 PM CST,,,1,1,,,
3/26/15 10:20:47 PM CST,,,,,,,1
3/26/15 10:36:15 PM CST,,,0,0,,,
3/27/15 1:02:01 AM CST,,,,,,,0
3/27/15 2:16:26 AM CST,,,,,,,1
3/27/15 4:41:14 AM CST,,,,,,,0
3/27/15 6:21:39 AM CST,,,,,,,1
3/27/15 7:32:10 AM CST,,,,,,,0
3/27/15 7:57:43 AM CST,,,,,1,1,
3/27/15 8:15:28 AM CST,,,,,0,0,
3/27/15 8:35:43 AM CST,,,,,1,1,
3/27/15 9:20:29 AM CST,,,,,0,0,
3/27/15 9:29:49 AM CST,,,,,1,1,
3/27/15 9:44:39 AM CST,,,,,0,0,
3/27/15 9:56:39 AM CST,,,,,1,1,
3/27/15 10:50:10 AM CST,,,,,0,0,
3/27/15 11:08:35 AM CST,,,,,1,1,
3/27/15 12:11:50 PM CST,,,,,0,0,
3/27/15 12:24:50 PM CST,,,,,1,1,
3/27/15 1:46:51 PM CST,,,,,0,0,
3/27/15 1:55:51 PM CST,,,,,1,1,
3/27/15 3:24:36 PM CST,,,,,0,0,
3/27/15 3:36:41 PM CST,,,,,1,1,
3/27/15 7:26:34 PM CST,,,,,0,0,
3/27/15 7:34:39 PM CST,,,,,1,1,
3/27/15 8:42:55 PM CST,,,,,0,0,
3/27/15 8:55:50 PM CST,,,,,1,1,
3/27/15 10:04:20 PM CST,,,,,0,0,
3/27/15 10:16:51 PM CST,,,,,1,1,
3/27/15 10:20:44 PM CST,,,,,,,1
3/27/15 10:36:15 PM CST,,,,,0,0,
3/28/15 2:09:27 AM CST,,,,,,,0
3/28/15 3:59:41 AM CST,,,,,,,1
3/28/15 6:06:52 AM CST,,,,,,,0
3/28/15 6:45:32 AM CST,,,,,,,1
3/28/15 7:32:08 AM CST,,,,,,,0
3/28/15 7:53:38 AM CST,,,1,1,,,
3/28/15 11:21:04 AM CST,,,0,0,,,
3/28/15 11:31:16 AM CST,,,1,1,,,
3/28/15 10:20:37 PM CST,,,,,,,1
3/28/15 10:36:12 PM CST,,,0,0,,,
3/29/15 5:29:31 AM CST,,,,,,,0
3/29/15 6:42:21 AM CST,,,,,,,1
3/29/15 7:26:12 AM CST,,,,,1,1,
3/29/15 7:32:11 AM CST,,,,,,,0
3/29/15 7:44:06 AM CST,,,,,0,0,
3/29/15 8:41:47 AM CST,,,,,1,1,
3/29/15 9:06:57 AM CST,,,,,0,0,
3/29/15 9:16:07 AM CST,,,,,1,1,
3/29/15 9:51:42 AM CST,,,,,0,0,
3/29/15 10:18:29 AM CST,,,,,1,1,
3/29/15 11:01:34 AM CST,,,,,0,0,
3/29/15 11:35:48 AM CST,,,,,1,1,
3/29/15 12:35:33 PM CST,,,,,0,0,
3/29/15 12:52:04 PM CST,,,,,1,1,
3/29/15 1:45:09 PM CST,,,,,0,0,
3/29/15 2:09:19 PM CST,,,,,1,1,
3/29/15 3:09:44 PM CST,,,,,0,0,
3/29/15 3:26:14 PM CST,,,,,1,,
3/29/15 3:26:15 PM CST,,,,,,1,
3/29/15 4:21:51 PM CST,,,,,0,0,
3/29/15 4:42:06 PM CST,,,,,1,1,
3/29/15 5:31:32 PM CST,,,,,0,0,
3/29/15 5:52:47 PM CST,,,,,1,1,
3/29/15 6:43:21 PM CST,,,,,0,0,
3/29/15 7:30:31 PM CST,,,,,1,1,
3/29/15 8:28:47 PM CST,,,,,0,0,
3/29/15 9:05:02 PM CST,,,,,1,1,
3/29/15 10:20:47 PM CST,,,,,,,1
3/29/15 10:36:12 PM CST,,,,,0,0,
3/30/15 7:25:05 AM CST,,,,,1,1,
3/30/15 7:32:14 AM CST,,,,,,,0
3/30/15 10:20:38 PM CST,,,,,,,1
3/30/15 10:36:10 PM CST,,,,,0,0,
3/31/15 7:15:43 AM CST,,,1,1,,,
3/31/15 7:32:12 AM CST,,,,,,,0
3/31/15 8:55:38 AM CST,,,,,1,1,
3/31/15 9:27:18 AM CST,,,,,0,0,
3/31/15 10:19:38 AM CST,,,,,1,1,
3/31/15 10:57:58 AM CST,,,,,0,0,
3/31/15 11:37:49 AM CST,,,,,1,1,
3/31/15 12:19:25 PM CST,,,,,0,0,
3/31/15 12:59:05 PM CST,,,,,1,1,
3/31/15 1:56:15 PM CST,,,,,0,0,
3/31/15 2:27:11 PM CST,,,,,1,1,
3/31/15 3:16:16 PM CST,,,,,0,0,
3/31/15 3:47:36 PM CST,,,,,1,1,
3/31/15 4:34:08 PM CST,,,,,0,0,
3/31/15 5:08:23 PM CST,,,,,1,1,
3/31/15 5:56:43 PM CST,,,,,0,0,
3/31/15 6:39:03 PM CST,,,,,1,1,
3/31/15 7:21:34 PM CST,,,,,0,0,
3/31/15 8:13:50 PM CST,,,,,1,1,
3/31/15 8:55:26 PM CST,,,,,0,0,
3/31/15 9:56:32 PM CST,,,,,1,1,
3/31/15 10:20:42 PM CST,,,,,,,1
3/31/15 10:31:17 PM CST,,,,,0,0,
3/31/15 10:36:13 PM CST,,,0,0,,,
4/1/15 7:15:44 AM CST,,,1,1,,,
4/1/15 7:32:13 AM CST,,,,,,,0
4/1/15 9:17:21 AM CST,,,,,1,1,
4/1/15 10:15:12 AM CST,,,,,0,0,
4/1/15 10:44:13 AM CST,,,,,1,1,
4/1/15 11:32:34 AM CST,,,,,0,0,
4/1/15 12:04:49 PM CST,,,,,1,1,
4/1/15 1:17:05 PM CST,,,,,0,0,
4/1/15 1:43:22 PM CST,,,,,1,1,
4/1/15 2:55:03 PM CST,,,,,0,0,
4/1/15 3:23:48 PM CST,,,,,1,1,
4/1/15 4:23:54 PM CST,,,,,0,0,
4/1/15 4:54:34 PM CST,,,,,1,1,
4/1/15 5:53:14 PM CST,,,0,0,,,
4/1/15 10:20:38 PM CST,,,,,,,1
4/1/15 10:36:13 PM CST,,,,,0,0,
4/2/15 7:15:43 AM CST,,,1,1,,,
4/2/15 7:32:11 AM CST,,,,,,,0
4/2/15 8:55:24 AM CST,,,,,1,1,
4/2/15 9:55:39 AM CST,,,,,0,0,
4/2/15 10:18:46 AM CST,,,,,1,1,
4/2/15 9:20:33 PM CST,,,,,0,0,
4/2/15 9:48:47 PM CST,,,,,1,1,
4/2/15 10:20:43 PM CST,,,,,,,1
4/2/15 10:36:13 PM CST,,,0,0,0,0,
4/3/15 7:15:44 AM CST,,,1,1,,,
4/3/15 7:32:13 AM CST,,,,,,,0
4/3/15 8:14:24 AM CST,,,,,1,1,
4/3/15 8:57:09 AM CST,,,,,0,0,
4/3/15 10:27:45 AM CST,,,,,1,1,
4/3/15 11:51:44 AM CST,,,0,0,,,
4/3/15 10:20:41 PM CST,,,,,,,1
4/3/15 10:36:12 PM CST,,,,,0,0,
4/4/15 7:15:41 AM CST,,,1,1,,,
4/4/15 7:32:09 AM CST,,,,,,,0
4/4/15 8:09:36 AM CST,,,,,1,,
4/4/15 8:09:37 AM CST,,,,,,1,
4/4/15 9:03:27 AM CST,,,,,0,0,
4/4/15 9:57:44 AM CST,,,,,1,1,
4/4/15 10:56:35 AM CST,,,,,0,0,
4/4/15 11:32:56 AM CST,,,,,1,1,
4/4/15 1:27:25 PM CST,,,,,0,0,
4/4/15 1:54:41 PM CST,,,,,1,1,
4/4/15 3:45:27 PM CST,,,,,0,0,
4/4/15 4:13:38 PM CST,,,,,1,1,
4/4/15 5:32:10 PM CST,,,,,0,0,
4/4/15 6:04:14 PM CST,,,,,1,1,
4/4/15 6:39:21 PM CST,,,,,0,0,
4/4/15 7:38:07 PM CST,,,,,1,1,
4/4/15 7:47:12 PM CST,,,,,0,0,
4/4/15 10:20:47 PM CST,,,,,,,1
4/4/15 10:36:13 PM CST,,,0,0,,,
4/5/15 7:15:46 AM CST,,,1,1,,,
4/5/15 7:32:13 AM CST,,,,,,,0
4/5/15 11:05:23 AM CST,,,,,1,1,
4/5/15 11:19:04 AM CST,,,0,0,,,
4/5/15 10:20:38 PM CST,,,,,,,1
4/5/15 10:36:11 PM CST,,,,,0,0,
4/6/15 7:15:45 AM CST,,,1,1,,,
4/6/15 7:32:10 AM CST,,,,,,,0
4/6/15 8:00:44 AM CST,,,,,1,1,
4/6/15 10:09:19 AM CST,,,,,0,0,
4/6/15 10:33:45 AM CST,,,,,1,1,
4/6/15 1:36:28 PM CST,,,,,0,0,
4/6/15 2:01:44 PM CST,,,,,1,,
4/6/15 2:01:45 PM CST,,,,,,1,
4/6/15 6:12:39 PM CST,,,,,0,0,
4/6/15 6:40:49 PM CST,,,,,1,1,
4/6/15 7:31:55 PM CST,,,,,0,0,
4/6/15 8:18:16 PM CST,,,,,1,1,
4/6/15 8:59:17 PM CST,,,,,0,0,
4/6/15 9:37:22 PM CST,,,,,1,1,
4/6/15 10:18:17 PM CST,,,,,0,0,
4/6/15 10:20:44 PM CST,,,,,,,1
4/6/15 10:36:08 PM CST,,,0,0,,,
4/7/15 7:15:43 AM CST,,,1,1,,,
4/7/15 7:32:11 AM CST,,,,,,,0
4/7/15 8:04:24 AM CST,,,,,1,1,
4/7/15 9:04:01 AM CST,,,,,0,0,
4/7/15 9:42:51 AM CST,,,,,1,1,
4/7/15 10:27:40 AM CST,,,,,0,0,
4/7/15 12:14:02 PM CST,,,,,1,1,
4/7/15 12:48:57 PM CST,,,,,0,0,
4/7/15 2:00:49 PM CST,,,,,1,1,
4/7/15 2:53:30 PM CST,,,,,0,0,
4/7/15 3:40:20 PM CST,,,,,1,1,
4/7/15 4:26:22 PM CST,,,,,0,0,
4/7/15 5:30:59 PM CST,,,,,1,1,
4/7/15 6:07:30 PM CST,,,,,0,0,
4/7/15 10:20:43 PM CST,,,,,,,1
4/7/15 10:36:11 PM CST,,,0,0,,,
4/8/15 7:32:11 AM CST,,,,,,,0
4/8/15 8:19:20 AM CST,,,,,1,1,
4/8/15 9:05:26 AM CST,,,,,0,0,
4/8/15 9:43:17 AM CST,,,,,1,1,
4/8/15 10:25:07 AM CST,,,,,0,0,
4/8/15 10:56:03 AM CST,,,,,1,1,
4/8/15 11:45:08 AM CST,,,,,0,0,
4/8/15 12:18:29 PM CST,,,,,1,1,
4/8/15 1:09:34 PM CST,,,,,0,0,
4/8/15 1:44:05 PM CST,,,,,1,1,
4/8/15 2:52:36 PM CST,,,,,0,0,
4/8/15 3:28:22 PM CST,,,,,1,1,
4/8/15 4:19:53 PM CST,,,,,0,0,
4/8/15 4:57:53 PM CST,,,,,1,1,
4/8/15 5:40:03 PM CST,,,,,0,0,
4/8/15 6:18:44 PM CST,,,,,1,1,
4/8/15 6:55:44 PM CST,,,,,0,0,
4/8/15 7:31:34 PM CST,,,,,1,1,
4/8/15 8:13:03 PM CST,,,,,0,0,
4/8/15 8:52:48 PM CST,,,,,1,1,
4/8/15 9:30:53 PM CST,,,,,0,0,
4/8/15 10:07:14 PM CST,,,,,1,,
4/8/15 10:07:15 PM CST,,,,,,1,
4/8/15 10:20:41 PM CST,,,,,,,1
4/8/15 10:36:14 PM CST,,,,,0,0,
4/9/15 7:32:10 AM CST,,,,,,,0
4/9/15 8:25:53 AM CST,,,1,1,,,
4/9/15 9:19:07 AM CST,,,0,0,,,
4/9/15 9:38:03 AM CST,,,1,1,,,
4/9/15 10:47:28 AM CST,,,0,0,,,
4/9/15 10:56:03 AM CST,,,1,1,,,
4/9/15 9:36:44 PM CST,,,0,0,,,
4/9/15 9:47:14 PM CST,,,1,1,,,
4/9/15 10:20:46 PM CST,,,,,,,1
4/9/15 10:36:14 PM CST,,,0,0,,,
4/10/15 7:32:07 AM CST,,,,,,,0
4/10/15 8:21:01 AM CST,,,,,1,1,
4/10/15 8:34:51 AM CST,,,,,0,0,
4/10/15 8:43:51 AM CST,,,,,1,1,
4/10/15 9:10:47 AM CST,,,,,0,0,
4/10/15 9:35:11 AM CST,,,,,1,1,
4/10/15 10:18:03 AM CST,,,,,0,0,
4/10/15 10:51:19 AM CST,,,,,1,1,
4/10/15 11:37:39 AM CST,,,,,0,0,
4/10/15 12:08:05 PM CST,,,,,1,1,
4/10/15 12:50:09 PM CST,,,,,0,0,
4/10/15 1:17:48 PM CST,,,,,1,1,
4/10/15 2:06:39 PM CST,,,,,0,0,
4/10/15 2:35:14 PM CST,,,,,1,1,
4/10/15 3:32:44 PM CST,,,,,0,0,
4/10/15 4:02:24 PM CST,,,,,1,1,
4/10/15 4:43:50 PM CST,,,,,0,0,
4/10/15 5:08:50 PM CST,,,,,1,1,
4/10/15 5:54:10 PM CST,,,,,0,0,
4/10/15 6:25:20 PM CST,,,,,1,1,
4/10/15 7:04:40 PM CST,,,,,0,0,
4/10/15 7:38:30 PM CST,,,,,1,1,
4/10/15 8:11:05 PM CST,,,,,0,0,
4/10/15 8:52:50 PM CST,,,,,1,1,
4/10/15 9:27:25 PM CST,,,,,0,0,
4/10/15 10:05:51 PM CST,,,,,1,1,
4/10/15 10:20:38 PM CST,,,,,,,1
4/10/15 10:33:51 PM CST,,,,,0,0,
4/11/15 7:32:11 AM CST,,,,,,,0
4/11/15 8:44:01 AM CST,,,,,1,1,
4/11/15 9:12:43 AM CST,,,,,0,0,
4/11/15 9:48:33 AM CST,,,,,1,1,
4/11/15 10:05:18 AM CST,,,,,0,0,
4/11/15 10:15:18 AM CST,,,,,1,1,
4/11/15 10:38:08 AM CST,,,,,0,0,
4/11/15 10:50:24 AM CST,,,,,1,1,
4/11/15 11:04:18 AM CST,,,,,0,0,
4/11/15 11:17:19 AM CST,,,,,1,1,
4/11/15 11:56:20 AM CST,,,,,0,0,
4/11/15 12:45:01 PM CST,,,,,1,1,
4/11/15 1:16:32 PM CST,,,,,0,0,
4/11/15 1:32:07 PM CST,,,,,1,1,
4/11/15 1:43:37 PM CST,,,,,0,0,
4/11/15 1:58:07 PM CST,,,,,1,1,
4/11/15 2:38:08 PM CST,,,,,0,0,
4/11/15 3:25:58 PM CST,,,,,1,1,
4/11/15 3:55:34 PM CST,,,,,0,0,
4/11/15 4:05:35 PM CST,,,,,1,1,
4/11/15 4:18:10 PM CST,,,,,0,0,
4/11/15 4:33:51 PM CST,,,,,1,1,
4/11/15 4:47:10 PM CST,,,,,0,0,
4/11/15 4:57:41 PM CST,,,,,1,1,
4/11/15 5:22:11 PM CST,,,,,0,0,
4/11/15 5:58:21 PM CST,,,,,1,1,
4/11/15 6:22:52 PM CST,,,,,0,0,
4/11/15 6:36:07 PM CST,,,,,1,1,
4/11/15 6:59:37 PM CST,,,,,0,0,
4/11/15 8:15:12 PM CST,,,,,1,1,
4/11/15 8:28:12 PM CST,,,,,0,0,
4/11/15 9:22:02 PM CST,,,,,1,1,
4/11/15 9:34:17 PM CST,,,,,0,0,
4/11/15 10:20:44 PM CST,,,,,,,1
4/12/15 7:32:14 AM CST,,,,,,,0
4/12/15 9:37:01 AM CST,,,1,1,,,
4/12/15 9:53:16 AM CST,,,0,0,,,
4/12/15 10:49:32 AM CST,,,1,1,,,
4/12/15 12:05:32 PM CST,,,0,0,,,
4/12/15 12:22:18 PM CST,,,1,1,,,
4/12/15 1:34:22 PM CST,,,0,0,,,
4/12/15 2:02:27 PM CST,,,1,1,,,
4/12/15 4:02:03 PM CST,,,0,0,,,
4/12/15 4:11:38 PM CST,,,1,1,,,
4/12/15 5:21:22 PM CST,,,0,0,,,
4/12/15 5:41:47 PM CST,,,1,1,,,
4/12/15 6:34:19 PM CST,,,0,0,,,
4/12/15 6:53:49 PM CST,,,1,1,,,
4/12/15 7:49:34 PM CST,,,0,0,,,
4/12/15 8:14:09 PM CST,,,1,1,,,
4/12/15 9:29:54 PM CST,,,0,0,,,
4/12/15 9:43:35 PM CST,,,1,1,,,
4/12/15 10:20:43 PM CST,,,,,,,1
4/12/15 10:28:35 PM CST,,,0,0,,,
4/13/15 7:32:15 AM CST,,,,,,,0
4/13/15 8:07:51 AM CST,,,,,1,1,
4/13/15 8:36:27 AM CST,,,,,0,0,
4/13/15 9:12:12 AM CST,,,,,1,1,
4/13/15 10:08:56 AM CST,,,,,0,0,
4/13/15 10:41:36 AM CST,,,,,1,1,
4/13/15 7:29:22 PM CST,,,,,0,0,
4/13/15 7:57:19 PM CST,,,,,1,1,
4/13/15 8:49:53 PM CST,,,,,0,0,
4/13/15 9:12:34 PM CST,,,,,1,1,
4/13/15 10:02:40 PM CST,,,,,0,0,
4/13/15 10:20:42 PM CST,,,,,,,1
4/13/15 10:33:45 PM CST,,,,,1,1,
4/13/15 10:36:15 PM CST,,,,,0,0,
4/14/15 7:32:11 AM CST,,,,,,,0
4/14/15 8:25:36 AM CST,,,1,1,,,
4/14/15 9:07:46 AM CST,,,0,0,,,
4/14/15 9:33:57 AM CST,,,1,1,,,
4/14/15 10:39:27 AM CST,,,0,0,,,
4/14/15 10:53:52 AM CST,,,1,1,,,
4/14/15 12:09:54 PM CST,,,0,0,,,
4/14/15 12:21:49 PM CST,,,1,1,,,
4/14/15 7:01:12 PM CST,,,0,0,,,
4/14/15 7:14:37 PM CST,,,1,1,,,
4/14/15 8:11:28 PM CST,,,0,0,,,
